pk,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
39156,1,Internet,RoundTrip,21,5,13,Sun,ICNSYD,South Korea,1,0,1,8.58,Fail
39157,2,Mobile,RoundTrip,18,5,3,Thu,ICNSYD,South Korea,1,1,1,8.58,Fail
39158,1,Internet,RoundTrip,1,5,22,Tue,ICNSYD,Australia,1,0,0,8.58,Fail
39159,2,Internet,RoundTrip,50,5,1,Fri,ICNSYD,South Korea,1,1,0,8.58,Fail
39160,1,Internet,RoundTrip,260,5,14,Mon,ICNSYD,South Korea,0,1,0,8.58,Fail
39161,2,Internet,RoundTrip,103,5,9,Thu,ICNSYD,South Korea,0,0,0,8.58,Fail
39162,2,Internet,RoundTrip,128,5,2,Tue,ICNSYD,South Korea,1,1,1,8.58,Fail
39163,1,Mobile,RoundTrip,2,5,13,Fri,ICNSYD,Australia,1,1,1,8.58,Fail
39164,2,Internet,RoundTrip,138,5,13,Tue,ICNSYD,South Korea,1,1,0,8.58,Fail
39165,2,Internet,RoundTrip,232,5,6,Sun,ICNSYD,Philippines,0,1,0,8.58,Fail
39166,2,Internet,RoundTrip,32,5,10,Sun,ICNSYD,South Korea,0,1,1,8.58,Fail
39167,2,Mobile,RoundTrip,29,5,13,Sun,ICNSYD,South Korea,1,0,0,8.58,Fail
39168,1,Internet,RoundTrip,73,5,11,Thu,ICNSYD,South Korea,1,0,0,8.58,Fail
39169,2,Internet,RoundTrip,53,5,4,Tue,ICNSYD,South Korea,1,1,1,8.58,Fail
39170,2,Internet,RoundTrip,23,5,2,Fri,ICNSYD,South Korea,1,0,0,8.58,Fail
39171,2,Internet,RoundTrip,238,5,5,Thu,ICNSYD,South Korea,1,1,1,8.58,Fail
39172,2,Internet,RoundTrip,124,5,1,Tue,ICNSYD,South Korea,1,1,0,8.58,Fail
39173,1,Mobile,RoundTrip,25,5,10,Sun,ICNSYD,Australia,0,1,0,8.58,Fail
39174,1,Internet,RoundTrip,250,5,10,Sat,ICNSYD,South Korea,0,1,1,8.58,Fail
39175,1,Internet,RoundTrip,38,5,14,Sun,ICNSYD,Japan,0,0,0,8.58,Fail
39176,2,Mobile,RoundTrip,55,5,11,Thu,ICNSYD,Australia,1,1,1,8.58,Fail
39177,1,Mobile,RoundTrip,23,5,23,Mon,ICNSYD,Australia,0,0,0,8.58,Fail
39178,2,Mobile,RoundTrip,70,5,8,Mon,ICNSYD,South Korea,1,1,1,8.58,Fail
39179,1,Mobile,RoundTrip,167,5,3,Sun,ICNSYD,Australia,1,0,1,8.58,Fail
39180,2,Internet,RoundTrip,47,5,14,Sat,ICNSYD,South Korea,0,1,1,8.58,Fail
39181,2,Internet,RoundTrip,12,5,18,Sat,ICNSYD,South Korea,1,0,1,8.58,Fail
39182,2,Internet,RoundTrip,8,5,2,Thu,ICNSYD,South Korea,0,0,0,8.58,Fail
39183,1,Internet,RoundTrip,52,5,8,Mon,ICNSYD,South Korea,1,0,1,8.58,Fail
39184,2,Mobile,RoundTrip,105,5,10,Wed,ICNSYD,Australia,0,0,0,8.58,Fail
39185,1,Internet,RoundTrip,19,5,23,Fri,ICNSYD,Australia,0,0,0,8.58,Fail
39186,3,Internet,RoundTrip,70,5,23,Thu,ICNSYD,South Korea,0,0,0,8.58,Fail
39187,2,Internet,RoundTrip,250,5,1,Thu,ICNSYD,South Korea,0,0,0,8.58,Fail
39188,1,Internet,RoundTrip,55,5,14,Fri,ICNSYD,South Korea,0,0,0,8.58,Fail
39189,1,Internet,RoundTrip,381,5,14,Tue,ICNSYD,South Korea,0,0,0,8.58,Fail
39190,2,Internet,RoundTrip,178,5,12,Wed,ICNSYD,South Korea,1,0,0,8.58,Fail
39191,2,Internet,RoundTrip,16,5,1,Fri,ICNSYD,Australia,0,0,0,8.58,Fail
39192,1,Internet,RoundTrip,37,5,5,Mon,ICNSYD,South Korea,0,0,0,8.58,Fail
39193,1,Mobile,RoundTrip,138,5,14,Thu,ICNSYD,Australia,0,1,0,8.58,Fail
39194,1,Internet,RoundTrip,42,5,7,Tue,ICNSYD,Australia,0,0,0,8.58,Fail
39195,1,Internet,OneWay,31,5,9,Thu,ICNSYD,South Korea,1,0,1,8.58,Fail
39196,1,Internet,RoundTrip,9,5,1,Tue,ICNSYD,Australia,0,1,0,8.58,Fail
39197,1,Internet,RoundTrip,26,5,2,Mon,ICNSYD,South Korea,1,0,0,8.58,Fail
39198,2,Internet,RoundTrip,133,5,1,Thu,ICNSYD,South Korea,1,0,0,8.58,Fail
39199,2,Internet,RoundTrip,36,5,10,Thu,ICNSYD,Australia,0,0,1,8.58,Fail
39200,1,Internet,RoundTrip,32,5,14,Mon,ICNSYD,South Korea,1,1,1,8.58,Fail
39201,2,Internet,RoundTrip,9,5,10,Wed,ICNSYD,Australia,1,1,0,8.58,Fail
39202,1,Internet,RoundTrip,47,5,16,Tue,ICNSYD,Australia,0,0,1,8.58,Fail
39203,2,Internet,RoundTrip,157,5,13,Mon,ICNSYD,South Korea,1,0,0,8.58,Fail
39204,2,Internet,RoundTrip,154,5,4,Fri,ICNSYD,South Korea,1,0,0,8.58,Fail
39205,1,Internet,RoundTrip,221,5,3,Wed,ICNSYD,South Korea,1,1,1,8.58,Fail
39206,1,Internet,RoundTrip,37,5,0,Thu,ICNSYD,South Korea,0,0,0,8.58,Fail
39207,1,Mobile,RoundTrip,34,5,0,Mon,ICNSYD,South Korea,1,0,0,8.58,Fail
39208,1,Internet,RoundTrip,86,5,8,Tue,ICNSYD,South Korea,1,0,0,8.58,Fail
39209,1,Mobile,RoundTrip,40,5,14,Wed,ICNSYD,South Korea,0,0,0,8.58,Fail
39210,1,Internet,RoundTrip,12,5,1,Sat,ICNSYD,Australia,0,0,0,8.58,Fail
39211,1,Mobile,RoundTrip,8,5,3,Wed,ICNSYD,Australia,1,1,1,8.58,Fail
39212,1,Mobile,RoundTrip,110,5,12,Thu,ICNSYD,South Korea,0,0,1,8.58,Fail
39213,1,Internet,RoundTrip,27,5,4,Mon,ICNSYD,South Korea,1,1,1,8.58,Fail
39214,4,Internet,RoundTrip,338,5,13,Tue,ICNSYD,South Korea,0,0,0,8.58,Fail
39215,3,Mobile,RoundTrip,204,5,4,Thu,ICNSYD,South Korea,1,1,0,8.58,Fail
39216,1,Internet,RoundTrip,270,5,9,Fri,ICNSYD,South Korea,1,0,0,8.58,Fail
39217,1,Internet,RoundTrip,95,5,12,Sat,ICNSYD,Australia,1,0,0,8.58,Fail
39218,1,Internet,RoundTrip,17,5,7,Sat,ICNSYD,China,0,0,0,8.58,Fail
39219,2,Internet,RoundTrip,42,5,12,Sun,ICNSYD,Australia,1,0,1,8.58,Fail
39220,2,Mobile,RoundTrip,8,5,1,Thu,ICNTGG,Malaysia,1,0,1,6.62,Fail
39221,1,Internet,RoundTrip,189,5,6,Wed,ICNTGG,South Korea,1,0,0,6.62,Fail
39222,1,Internet,RoundTrip,189,5,10,Wed,ICNTGG,South Korea,1,0,0,6.62,Fail
39223,1,Internet,RoundTrip,27,5,16,Sat,ICNTGG,Malaysia,1,0,1,6.62,Fail
39224,1,Internet,RoundTrip,25,5,4,Fri,IKAMNL,Philippines,0,0,1,8.15,Fail
39225,1,Internet,RoundTrip,3,5,6,Wed,IKAPVG,China,0,0,0,8.15,Fail
39226,1,Internet,RoundTrip,22,5,9,Wed,IKASIN,(not set),0,0,0,8.15,Fail
39227,1,Internet,RoundTrip,24,5,8,Mon,IKASIN,(not set),0,0,0,8.15,Fail
39228,1,Internet,RoundTrip,29,5,16,Wed,IKASIN,Singapore,0,0,0,8.15,Fail
39229,1,Internet,RoundTrip,25,5,12,Sun,IKASIN,(not set),0,0,0,8.15,Fail
39230,1,Internet,RoundTrip,38,5,17,Mon,IKASIN,Singapore,0,0,0,8.15,Fail
39231,2,Internet,RoundTrip,35,5,6,Thu,IKASIN,Singapore,1,1,0,8.15,Fail
39232,5,Internet,RoundTrip,34,5,7,Fri,IKASUB,Indonesia,1,1,1,8.15,Fail
39233,2,Internet,RoundTrip,69,5,14,Sun,IKASZX,China,0,0,0,8.15,Fail
39234,1,Internet,RoundTrip,125,5,15,Sun,JEDJOG,Indonesia,0,1,1,9.5,Fail
39235,2,Internet,RoundTrip,6,5,13,Thu,JHBKIX,Malaysia,1,1,0,7.0,Success
39236,3,Internet,RoundTrip,31,5,16,Wed,JHBKIX,Malaysia,1,1,1,7.0,Success
39237,3,Internet,RoundTrip,19,5,15,Tue,JHBKIX,Malaysia,1,0,0,7.0,Success
39238,2,Internet,RoundTrip,135,5,11,Sun,JHBKIX,Malaysia,0,0,1,7.0,Success
39239,2,Mobile,RoundTrip,77,5,14,Mon,JHBKIX,Malaysia,1,1,0,7.0,Fail
39240,4,Internet,RoundTrip,15,5,4,Sat,JHBKIX,Malaysia,1,0,1,7.0,Success
39241,3,Internet,RoundTrip,104,5,15,Thu,JHBKIX,Malaysia,0,0,0,7.0,Fail
39242,2,Internet,RoundTrip,44,5,15,Tue,JHBKIX,Japan,1,0,1,7.0,Fail
39243,1,Mobile,RoundTrip,51,5,15,Mon,JHBKIX,Malaysia,1,1,1,7.0,Fail
39244,1,Internet,RoundTrip,45,5,8,Sun,JHBKIX,Malaysia,1,1,1,7.0,Success
39245,4,Internet,RoundTrip,24,5,17,Mon,JHBMEL,Malaysia,1,1,1,8.83,Fail
39246,4,Internet,RoundTrip,138,5,9,Fri,JHBMEL,Malaysia,1,1,1,8.83,Success
39247,2,Internet,RoundTrip,0,5,14,Wed,JHBMEL,Malaysia,0,1,0,8.83,Success
39248,1,Internet,RoundTrip,422,5,1,Mon,JHBMEL,Malaysia,0,0,0,8.83,Fail
39249,2,Internet,RoundTrip,422,5,1,Mon,JHBMEL,Malaysia,0,0,0,8.83,Fail
39250,3,Internet,RoundTrip,286,5,4,Sun,JHBMEL,Malaysia,1,1,1,8.83,Fail
39251,1,Internet,RoundTrip,57,5,11,Sat,JHBMEL,Malaysia,0,0,0,8.83,Success
39252,1,Mobile,RoundTrip,43,5,23,Sat,JHBMEL,Malaysia,1,0,0,8.83,Fail
39253,1,Internet,RoundTrip,17,5,12,Thu,JHBMEL,Malaysia,1,0,1,8.83,Fail
39254,3,Internet,RoundTrip,261,5,9,Tue,JHBMEL,Malaysia,1,1,1,8.83,Fail
39255,2,Internet,RoundTrip,138,5,9,Fri,JHBMEL,Malaysia,1,1,1,8.83,Success
39256,5,Internet,RoundTrip,2,5,11,Tue,JHBMRU,Malaysia,1,1,1,7.42,Fail
39257,3,Mobile,RoundTrip,238,5,3,Fri,JHBOOL,Singapore,1,1,0,8.83,Fail
39258,1,Internet,RoundTrip,25,5,13,Thu,JHBOOL,Australia,1,0,0,8.83,Fail
39259,1,Internet,RoundTrip,2,5,1,Thu,JHBPEK,Malaysia,1,0,1,6.42,Fail
39260,1,Internet,RoundTrip,289,5,17,Mon,JHBPEK,Malaysia,1,0,1,6.42,Fail
39261,3,Internet,RoundTrip,270,5,16,Sun,JHBPEK,Singapore,0,0,0,6.42,Success
39262,1,Internet,RoundTrip,1,5,9,Thu,JHBPEK,Malaysia,1,0,0,6.42,Fail
39263,2,Internet,RoundTrip,87,5,11,Tue,JHBPEK,Malaysia,0,0,0,6.42,Fail
39264,1,Mobile,RoundTrip,123,5,12,Sun,JHBPEK,Malaysia,1,0,1,6.42,Success
39265,4,Internet,RoundTrip,28,5,5,Sun,JHBPUS,Malaysia,1,1,1,6.33,Fail
39266,1,Internet,RoundTrip,81,5,4,Fri,JHBPUS,Malaysia,1,1,1,6.33,Success
39267,1,Internet,RoundTrip,7,5,11,Mon,JHBPUS,South Korea,0,1,0,6.33,Success
39268,4,Internet,RoundTrip,167,5,4,Wed,JHBPVG,Malaysia,1,0,0,5.33,Success
39269,3,Internet,RoundTrip,11,5,6,Thu,JHBPVG,China,1,0,0,5.33,Success
39270,4,Internet,RoundTrip,74,5,15,Wed,JHBPVG,Malaysia,1,0,0,5.33,Success
39271,1,Internet,RoundTrip,28,5,12,Fri,JHBPVG,China,1,0,0,5.33,Fail
39272,2,Internet,RoundTrip,19,5,7,Fri,JHBPVG,Malaysia,1,1,1,5.33,Success
39273,6,Internet,RoundTrip,39,5,0,Sun,JHBPVG,China,1,0,1,5.33,Fail
39274,1,Internet,RoundTrip,82,5,15,Sat,JHBPVG,Malaysia,0,0,0,5.33,Fail
39275,3,Internet,RoundTrip,217,5,23,Sat,JHBPVG,Malaysia,1,1,1,5.33,Fail
39276,2,Mobile,RoundTrip,61,5,23,Wed,JHBSYD,Malaysia,1,1,1,8.58,Success
39277,2,Mobile,RoundTrip,53,5,4,Sun,JHBSYD,Malaysia,1,0,0,8.58,Fail
39278,2,Internet,RoundTrip,221,5,10,Sun,JHBSYD,Australia,0,0,0,8.58,Fail
39279,1,Internet,RoundTrip,53,5,16,Thu,JHBSYD,Malaysia,1,1,1,8.58,Success
39280,1,Internet,RoundTrip,32,5,2,Thu,JHBSYD,Malaysia,1,0,0,8.58,Success
39281,2,Internet,RoundTrip,242,5,5,Sun,JHBTPE,Malaysia,1,0,0,4.67,Success
39282,2,Internet,RoundTrip,93,5,2,Wed,JHBTPE,Malaysia,1,0,0,4.67,Success
39283,5,Internet,RoundTrip,98,5,13,Wed,JHBTPE,Malaysia,1,1,0,4.67,Fail
39284,2,Internet,RoundTrip,38,5,8,Sun,JHBTPE,Malaysia,1,0,0,4.67,Fail
39285,1,Internet,RoundTrip,1,5,10,Tue,JHBTPE,Malaysia,1,0,0,4.67,Fail
39286,2,Mobile,RoundTrip,317,5,11,Sun,JHBTPE,Singapore,1,0,1,4.67,Success
39287,1,Internet,RoundTrip,60,5,7,Sat,JHBTPE,Malaysia,1,0,0,4.67,Success
39288,4,Mobile,RoundTrip,77,5,7,Fri,JHBTPE,Malaysia,1,1,1,4.67,Fail
39289,2,Internet,RoundTrip,323,5,11,Mon,JHBTPE,Malaysia,1,0,1,4.67,Success
39290,1,Internet,RoundTrip,6,5,9,Fri,JHBTPE,Taiwan,1,1,1,4.67,Fail
39291,7,Internet,RoundTrip,120,5,15,Sat,JHBTPE,Malaysia,1,1,1,4.67,Fail
39292,5,Internet,RoundTrip,78,5,3,Tue,JHBTPE,Malaysia,1,0,1,4.67,Success
39293,4,Internet,RoundTrip,364,5,16,Wed,JHBTPE,Malaysia,1,1,0,4.67,Success
39294,1,Internet,RoundTrip,235,5,14,Tue,JHBTPE,Malaysia,0,0,0,4.67,Fail
39295,4,Internet,RoundTrip,63,5,2,Thu,JHBTPE,Malaysia,1,1,1,4.67,Success
39296,2,Internet,RoundTrip,238,5,2,Sat,JHBTPE,Malaysia,0,0,0,4.67,Fail
39297,2,Internet,RoundTrip,364,5,15,Sun,JHBTPE,Malaysia,1,0,0,4.67,Fail
39298,2,Internet,RoundTrip,263,5,2,Wed,JHBTPE,Malaysia,1,1,1,4.67,Fail
39299,2,Internet,RoundTrip,19,5,3,Sun,JHBTPE,Malaysia,1,0,0,4.67,Success
39300,1,Mobile,RoundTrip,9,5,4,Sat,JHBTPE,Taiwan,0,0,0,4.67,Fail
39301,1,Internet,RoundTrip,87,5,13,Sun,JHBTPE,Malaysia,0,0,0,4.67,Fail
39302,1,Internet,RoundTrip,239,5,16,Fri,JHBTPE,Malaysia,0,0,0,4.67,Fail
39303,2,Internet,RoundTrip,105,5,16,Thu,JHBTPE,Malaysia,1,1,0,4.67,Success
39304,2,Mobile,RoundTrip,20,5,4,Sun,JHBTPE,Malaysia,1,1,1,4.67,Fail
39305,1,Internet,RoundTrip,80,5,18,Sat,JHBTPE,Malaysia,1,0,1,4.67,Fail
39306,2,Internet,RoundTrip,140,5,12,Wed,JHBTPE,Malaysia,0,1,1,4.67,Fail
39307,1,Internet,RoundTrip,140,5,12,Wed,JHBTPE,Malaysia,0,1,1,4.67,Fail
39308,1,Mobile,RoundTrip,13,5,2,Fri,JHBWUH,Malaysia,0,0,0,5.13,Fail
39309,2,Internet,RoundTrip,3,5,2,Fri,JHBWUH,Malaysia,1,0,1,5.13,Fail
39310,2,Internet,RoundTrip,57,5,4,Fri,JOGKIX,(not set),1,1,1,7.0,Fail
39311,2,Internet,RoundTrip,21,5,10,Tue,JOGKIX,Indonesia,1,0,1,7.0,Fail
39312,1,Internet,RoundTrip,23,5,2,Fri,JOGKIX,Japan,1,0,0,7.0,Fail
39313,1,Internet,RoundTrip,114,5,3,Wed,JOGKIX,Japan,0,0,1,7.0,Fail
39314,4,Internet,RoundTrip,256,5,13,Fri,JOGKIX,Indonesia,1,1,1,7.0,Success
39315,1,Internet,RoundTrip,37,5,8,Tue,JOGKIX,Indonesia,0,0,0,7.0,Fail
39316,1,Internet,RoundTrip,55,5,11,Sun,JOGKIX,Japan,1,1,0,7.0,Fail
39317,1,Internet,RoundTrip,208,5,8,Sun,JOGKIX,Japan,0,0,0,7.0,Fail
39318,1,Internet,RoundTrip,412,5,16,Wed,JOGKIX,Indonesia,0,0,1,7.0,Fail
39319,1,Internet,RoundTrip,370,5,6,Sun,JOGKIX,Indonesia,0,0,0,7.0,Fail
39320,1,Mobile,RoundTrip,69,5,5,Mon,JOGKIX,Indonesia,1,1,1,7.0,Success
39321,1,Internet,RoundTrip,10,5,4,Wed,JOGKIX,Indonesia,0,0,1,7.0,Fail
39322,1,Internet,RoundTrip,37,5,12,Thu,JOGKIX,Japan,1,1,1,7.0,Fail
39323,1,Internet,RoundTrip,17,5,0,Sun,JOGMEL,Australia,1,1,1,8.83,Fail
39324,2,Internet,RoundTrip,15,5,4,Thu,JOGMEL,Indonesia,1,1,1,8.83,Fail
39325,1,Internet,RoundTrip,24,5,10,Wed,JOGMEL,Indonesia,1,0,0,8.83,Fail
39326,3,Internet,RoundTrip,62,5,12,Tue,JOGOOL,Indonesia,1,1,1,8.83,Success
39327,2,Internet,RoundTrip,199,5,1,Sun,JOGPVG,China,0,0,0,5.33,Fail
39328,1,Internet,RoundTrip,19,5,4,Thu,JOGPVG,Indonesia,1,1,1,5.33,Fail
39329,1,Internet,RoundTrip,92,5,4,Wed,JOGPVG,China,0,0,0,5.33,Fail
39330,2,Internet,RoundTrip,170,5,2,Mon,JOGPVG,Taiwan,0,0,0,5.33,Success
39331,2,Internet,RoundTrip,19,5,9,Fri,JOGPVG,China,0,0,0,5.33,Fail
39332,1,Internet,RoundTrip,19,5,3,Thu,JOGPVG,Indonesia,1,1,1,5.33,Fail
39333,1,Internet,RoundTrip,19,5,4,Tue,JOGSYD,Indonesia,0,0,0,8.58,Fail
39334,1,Internet,RoundTrip,67,5,11,Sat,JOGSYD,Australia,0,0,0,8.58,Fail
39335,1,Internet,RoundTrip,34,5,23,Fri,JOGSYD,Australia,1,1,1,8.58,Fail
39336,2,Internet,RoundTrip,125,5,8,Thu,JOGTPE,Taiwan,1,0,1,4.67,Fail
39337,1,Internet,RoundTrip,85,5,1,Wed,JOGTPE,Taiwan,0,0,0,4.67,Fail
39338,1,Internet,RoundTrip,114,5,8,Tue,JOGTPE,Taiwan,0,0,0,4.67,Fail
39339,6,Mobile,RoundTrip,379,5,5,Wed,JOGTPE,Indonesia,1,1,0,4.67,Fail
39340,1,Internet,RoundTrip,121,5,3,Mon,JOGTPE,Taiwan,1,1,1,4.67,Fail
39341,1,Internet,RoundTrip,2,5,5,Mon,JOGTPE,Taiwan,1,1,1,4.67,Fail
39342,1,Mobile,RoundTrip,256,5,7,Mon,JOGTPE,Taiwan,0,1,1,4.67,Fail
39343,1,Internet,RoundTrip,123,5,14,Sat,JOGTPE,Taiwan,1,0,0,4.67,Fail
39344,1,Mobile,RoundTrip,8,5,2,Tue,JOGTPE,Taiwan,0,0,0,4.67,Fail
39345,1,Internet,RoundTrip,125,5,14,Thu,JOGTPE,Taiwan,1,0,0,4.67,Fail
39346,5,Internet,RoundTrip,396,5,11,Sun,JOGTPE,Indonesia,0,0,0,4.67,Fail
39347,6,Internet,RoundTrip,42,5,16,Thu,JOGTPE,Taiwan,1,0,0,4.67,Fail
39348,1,Internet,RoundTrip,23,5,11,Mon,JOGTPE,Taiwan,0,0,0,4.67,Fail
39349,2,Internet,RoundTrip,325,5,16,Sun,KBRKIX,Japan,0,0,0,7.0,Fail
39350,1,Mobile,RoundTrip,108,5,15,Sat,KBRKIX,Malaysia,1,1,0,7.0,Fail
39351,1,Internet,RoundTrip,25,5,7,Tue,KBRKIX,Malaysia,1,1,1,7.0,Success
39352,1,Internet,RoundTrip,163,5,16,Thu,KBRKIX,Malaysia,1,0,0,7.0,Success
39353,8,Internet,RoundTrip,286,5,13,Mon,KBRKIX,Japan,0,0,1,7.0,Fail
39354,1,Mobile,RoundTrip,16,5,12,Thu,KBRKIX,Malaysia,0,0,0,7.0,Success
39355,1,Internet,RoundTrip,22,5,23,Tue,KBRKIX,Malaysia,1,1,0,7.0,Fail
39356,1,Internet,RoundTrip,44,5,11,Fri,KBRMEL,Malaysia,1,0,0,8.83,Success
39357,1,Mobile,RoundTrip,101,5,9,Mon,KBRMEL,Australia,0,0,0,8.83,Fail
39358,1,Internet,RoundTrip,5,5,4,Wed,KBRMEL,Australia,0,1,0,8.83,Fail
39359,2,Internet,RoundTrip,2,5,2,Sat,KBRMEL,Australia,0,1,0,8.83,Fail
39360,2,Internet,RoundTrip,20,5,15,Sat,KBRPEK,China,0,0,0,6.42,Fail
39361,2,Internet,RoundTrip,8,5,12,Sun,KBRPEK,(not set),1,0,0,6.42,Fail
39362,2,Internet,RoundTrip,17,5,11,Thu,KBRPEK,China,1,1,1,6.42,Success
39363,2,Mobile,RoundTrip,63,5,1,Thu,KBRPER,Malaysia,1,0,1,5.62,Fail
39364,1,Mobile,RoundTrip,113,5,8,Wed,KBRPER,Malaysia,1,0,0,5.62,Fail
39365,4,Internet,RoundTrip,177,5,2,Tue,KBRPER,Malaysia,1,0,0,5.62,Fail
39366,2,Internet,RoundTrip,23,5,9,Sun,KBRPUS,Malaysia,0,0,0,6.33,Success
39367,2,Internet,RoundTrip,57,5,12,Tue,KBRPVG,China,1,0,0,5.33,Success
39368,1,Mobile,RoundTrip,9,5,13,Fri,KBRPVG,China,0,0,1,5.33,Fail
39369,2,Internet,RoundTrip,31,5,2,Sat,KBRSYD,Australia,1,0,1,8.58,Fail
39370,1,Internet,RoundTrip,238,5,9,Wed,KBRTPE,Malaysia,1,0,1,4.67,Success
39371,1,Internet,RoundTrip,40,5,5,Sat,KBRTPE,Taiwan,0,0,1,4.67,Success
39372,2,Internet,RoundTrip,91,5,13,Wed,KBRTPE,Malaysia,1,0,1,4.67,Success
39373,1,Internet,RoundTrip,102,5,9,Sun,KBRTPE,Taiwan,0,0,0,4.67,Fail
39374,5,Internet,RoundTrip,240,5,6,Mon,KBRTPE,Malaysia,1,1,1,4.67,Success
39375,4,Mobile,RoundTrip,14,5,1,Sun,KBVKIX,Japan,1,1,1,7.0,Fail
39376,2,Internet,RoundTrip,398,5,21,Sun,KBVKIX,Japan,1,0,0,7.0,Fail
39377,3,Internet,RoundTrip,185,5,14,Mon,KBVKIX,Japan,1,1,1,7.0,Fail
39378,1,Mobile,RoundTrip,250,5,7,Tue,KBVKIX,Japan,0,0,0,7.0,Fail
39379,2,Internet,RoundTrip,359,5,2,Wed,KBVKIX,Japan,1,0,0,7.0,Fail
39380,2,Internet,RoundTrip,44,5,1,Thu,KBVKIX,Japan,1,0,0,7.0,Fail
39381,2,Internet,RoundTrip,4,5,5,Sat,KBVKIX,Japan,1,0,0,7.0,Fail
39382,2,Internet,RoundTrip,123,5,17,Sat,KBVKIX,Japan,1,1,0,7.0,Fail
39383,1,Internet,RoundTrip,32,5,8,Thu,KBVMEL,Vietnam,1,0,1,8.83,Fail
39384,2,Internet,RoundTrip,63,5,9,Tue,KBVMEL,Australia,1,0,0,8.83,Fail
39385,3,Internet,RoundTrip,48,5,14,Fri,KBVPEK,China,0,0,0,6.42,Fail
39386,2,Internet,RoundTrip,247,5,6,Sun,KBVPEK,China,0,0,0,6.42,Fail
39387,2,Internet,RoundTrip,13,5,14,Thu,KBVPEK,China,0,0,0,6.42,Fail
39388,3,Internet,RoundTrip,53,5,16,Tue,KBVPEK,China,1,0,0,6.42,Fail
39389,1,Mobile,RoundTrip,4,5,5,Thu,KBVPEK,China,1,0,0,6.42,Fail
39390,2,Internet,RoundTrip,30,5,0,Wed,KBVPEK,China,0,0,0,6.42,Success
39391,2,Internet,RoundTrip,55,5,11,Thu,KBVPEK,China,0,0,0,6.42,Fail
39392,3,Mobile,RoundTrip,13,5,15,Thu,KBVPEK,China,1,0,0,6.42,Fail
39393,1,Internet,RoundTrip,13,5,5,Fri,KBVPEK,United States,1,0,0,6.42,Success
39394,2,Mobile,RoundTrip,19,5,1,Tue,KBVPEK,China,1,1,1,6.42,Success
39395,8,Internet,RoundTrip,56,5,15,Sun,KBVPEK,China,1,0,0,6.42,Success
39396,8,Mobile,RoundTrip,14,5,4,Fri,KBVPEK,China,0,0,0,6.42,Fail
39397,2,Internet,RoundTrip,25,5,12,Fri,KBVPEK,China,0,1,0,6.42,Fail
39398,1,Mobile,RoundTrip,6,5,20,Tue,KBVPEK,China,0,1,0,6.42,Success
39399,2,Internet,RoundTrip,62,5,2,Fri,KBVPEK,China,1,1,1,6.42,Success
39400,2,Internet,RoundTrip,49,5,2,Fri,KBVPEK,China,1,0,0,6.42,Fail
39401,2,Internet,RoundTrip,10,5,3,Sun,KBVPEK,China,1,0,0,6.42,Fail
39402,3,Internet,RoundTrip,53,5,7,Sun,KBVPEK,China,0,0,0,6.42,Fail
39403,2,Internet,RoundTrip,36,5,16,Tue,KBVPEK,China,1,0,0,6.42,Fail
39404,2,Internet,RoundTrip,55,5,23,Sat,KBVPER,Malaysia,1,0,0,5.62,Fail
39405,2,Internet,RoundTrip,38,5,13,Wed,KBVPER,Australia,1,1,1,5.62,Fail
39406,2,Internet,RoundTrip,137,5,5,Sat,KBVPER,Australia,0,0,0,5.62,Fail
39407,2,Mobile,RoundTrip,15,5,20,Mon,KBVPER,Australia,0,1,0,5.62,Fail
39408,2,Internet,RoundTrip,128,5,23,Sun,KBVPER,Australia,1,0,0,5.62,Fail
39409,2,Internet,RoundTrip,123,5,13,Sat,KBVPER,Australia,0,0,0,5.62,Fail
39410,2,Internet,RoundTrip,61,5,11,Sat,KBVPER,Australia,0,0,1,5.62,Fail
39411,2,Internet,RoundTrip,49,5,6,Wed,KBVPER,Australia,0,1,1,5.62,Fail
39412,1,Internet,RoundTrip,41,5,5,Wed,KBVPER,Australia,1,0,0,5.62,Success
39413,2,Internet,RoundTrip,71,5,0,Thu,KBVPVG,China,1,0,1,5.33,Success
39414,2,Internet,RoundTrip,175,5,0,Wed,KBVPVG,China,0,0,0,5.33,Fail
39415,1,Internet,RoundTrip,35,5,2,Wed,KBVPVG,China,1,0,0,5.33,Fail
39416,1,Internet,RoundTrip,54,5,3,Sat,KBVPVG,China,1,0,1,5.33,Success
39417,5,Mobile,RoundTrip,49,5,12,Thu,KBVPVG,China,1,0,0,5.33,Fail
39418,1,Internet,RoundTrip,168,5,9,Wed,KBVPVG,China,0,0,0,5.33,Success
39419,2,Internet,RoundTrip,27,5,1,Tue,KBVPVG,China,1,0,1,5.33,Success
39420,2,Internet,RoundTrip,42,5,15,Sun,KBVPVG,China,1,0,0,5.33,Fail
39421,3,Internet,RoundTrip,64,5,13,Wed,KBVPVG,China,1,1,1,5.33,Fail
39422,2,Internet,RoundTrip,46,5,15,Sat,KBVPVG,China,0,0,0,5.33,Fail
39423,2,Internet,RoundTrip,15,5,5,Sun,KBVPVG,China,1,1,1,5.33,Fail
39424,2,Internet,RoundTrip,81,5,4,Tue,KBVPVG,China,0,0,0,5.33,Success
